// thermometer calibration file for gonzo and waldorf

//format: chebychev polynomial coefficients
//begin-cheb [therm serial #]
//[log or lin - do you take the log of the R value first?]
//ZL
//ZU [see calibration documentation]
//poly order	coeff value
//end-cheb [therm serial #]

//format: lookup table
//begin-look [therm serial #]
//R(ascending)	T
//end-look [therm serial #]

begin-look ca04
34.4131	3.6
34.8003	3.5
35.2154	3.4
35.6612	3.3
36.1408	3.2
36.6578	3.1
37.2159	3
37.8193	2.9
38.4728	2.8
39.1818	2.7
39.9533	2.6
40.7952	2.5
41.7178	2.4
42.7332	2.3
43.8554	2.2
45.1008	2.1
46.4869	2
48.0365	1.9
49.7876	1.8
51.791	1.7
54.124	1.6
56.8569	1.5
59.9576	1.4
63.5253	1.3
68.1053	1.2
70.7048	1.15
74.0885	1.1
77.4003	1.05
81.1179	1
85.3245	0.95
90.1242	0.9
95.6549	0.85
102.096	0.8
109.694	0.75
118.78	0.7
129.825	0.65
143.506	0.6
160.823	0.55
183.321	0.5
194.279	0.48
206.662	0.46
220.747	0.44
236.884	0.42
255.504	0.4
277.193	0.38
302.705	0.36
333.059	0.34
369.671	0.32
414.527	0.3
440.905	0.29
470.525	0.28
503.99	0.27
542.043	0.26
585.598	0.25
635.868	0.24
694.386	0.23
763.109	0.22
844.688	0.21
942.601	0.2
1061.53	0.19
1207.9	0.18
1390.56	0.17
1622.03	0.16
1920.26	0.15
2311.82	0.14
2838.43	0.13
3567.91	0.12
4621.41	0.11
6234.92	0.1
7394.8	9.50E-02
8924.83	9.00E-02
11002.8	8.50E-02
13908.8	8.00E-02
18052.3	7.50E-02
24047.4	7.00E-02
32845.8	6.50E-02
46002.6	6.00E-02
66790.4	5.50E-02
100614	5.00E-02
end-look 30256

begin-look sf15
2138.67	8.1247
2160.53	7.6382
2180.47	7.2389
2201.53	6.8643
2221.88	6.5153
2243.27	6.1691
2265.49	5.8464
2286.97	5.55
2309.46	5.2544
2332.21	4.9925
2354.68	4.7391
2378.52	4.5011
2401.82	4.276
2426.79	4.0563
2451.32	3.8538
2477.31	3.6612
2503.05	3.4802
2530.12	3.3068
2558.53	3.1383
2586.74	2.9831
2615.81	2.8333
2645.26	2.6955
2676.51	2.5583
2708.39	2.4314
2741.14	2.311
2775.07	2.1951
2810.12	2.0845
2846.39	1.9801
2883.3	1.8806
2920.81	1.7861
2960.49	1.6945
3001.23	1.6086
3042.96	1.5289
3087.14	1.4513
3133.33	1.3765
3180.01	1.3077
3227.68	1.2427
3277.85	1.18
3329.49	1.1206
3383.48	1.0638
3389.49	1.0531
3438.5	1.0108
3428.81	1.0053
3503.42	0.95576
3560.59	0.9076
3622.24	0.86505
3684.9	0.81874
3751.2	0.77757
3818.67	0.73898
3888.09	0.70212
3964.16	0.66734
4039.89	0.63343
4119.12	0.60144
4199.87	0.57143
4282.82	0.543
4370.79	0.51579
